,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
1977,0.01,0.35,0.06,0.94,0.06,0.01,0.41,0.41,0.31,0.63,0.03,1.0,0.22,0.31,0.37,0.51,0.66,0.42,0.65,0.27,0.28,0.28,0.18,0.48,0.08,0.21,0.12,0.02,0.36,0.49,0.49,0.38,0.4,0.28,0.32,0.57,0.38,0.47,0.5,0.28,0.57,0.57,0.33,0.58,0.61,0.58,0.71,0.39,0.39,0.0,0.09,0.0,0.66,0.61,0.53,0.67,0.06,0.05,0.04,0.04,0.97,0.02,0.07,0.08,0.32,0.35,0.29,0.59,0.05,0.48,0.5,0.03,0.73,0.57,0.07,0.46,0.52,0.4,0.47,0.11,0.12,0.13,0.07,0.13,0.15,0.14,0.45,0.26,0.28,0.0,0.0,0.03,0.69,0.49,0.62,0.58,0.07,0.22,0.92,0.25,0.06,0.38,0.14,0.38,0.45999999999999996,0.51,0.22,0.07,0.11,0.49,0.039999999999999994,0.36000000000000004,0.31,0.04,0.12,0.01,0.04999999999999999,0.06000000000000001,0.49,0.85,0.0,0.2,0.25
667,0.62,0.37,1.0,0.0,0.05,0.03,0.45,0.57,0.41,0.34,0.62,1.0,0.18,0.47,0.22,0.26,0.4,0.67,0.3,0.17,0.35,0.87,0.21,0.22,0.3,0.21,0.43,0.93,0.73,0.37,0.52,0.42,0.61,0.4,0.19,0.46,0.4,0.45,0.85,0.84,0.83,0.87,0.53,0.0,0.0,0.0,0.0,0.42,0.4,1.0,1.0,0.09,0.47,0.64,0.68,0.72,0.11,0.13,0.13,0.13,0.91,0.08,0.42,0.3,0.34,0.4,0.35,0.29,0.3,0.72,0.0,1.0,0.37,0.29,0.97,0.42,0.4,0.54,0.44,0.11,0.13,0.28,0.15,0.27,0.34,0.28,0.63,0.54,0.64,1.0,0.14,0.1,0.69,0.51,0.63,0.62,0.03,0.02,0.95,0.04,0.11,0.1,0.74,0.02,0.0,0.7,0.45,0.03,0.0,0.33,0.04,0.43,0.0,0.38,0.25,1.0,0.17,0.03,0.89,1.0,0.6,0.02,1.0
1098,0.0,0.24,0.11,0.9,0.03,0.03,0.35,0.62,0.4,0.31,0.0,0.0,0.23,0.71,0.3,0.31,0.31,0.09,0.16,0.28,0.3,0.3,0.3,0.07,0.05,0.0,0.31,0.01,0.21,0.4,0.44,0.26,0.36,0.72,0.62,0.16,0.57,0.29,0.72,0.36,0.75,0.77,0.28,0.46,0.53,0.64,0.43,0.88,0.95,0.0,0.19,0.0,0.49,0.61,0.5,0.74,0.05,0.06,0.04,0.06,0.96,0.05,0.03,0.04,0.25,0.37,0.24,0.31,0.08,0.73,0.0,0.01,0.76,0.28,0.1,0.25,0.79,0.38,0.37,0.15,0.16,0.17,0.22,0.22,0.22,0.22,0.27,0.42,0.42,0.0,0.0,0.04,0.61,0.25,0.38,0.4,0.07,0.22,0.92,0.41000000000000003,0.1,0.22,0.34,0.38,0.45999999999999996,0.95,0.45999999999999996,0.07,0.34,0.26,0.039999999999999994,0.56,0.07999999999999999,0.02,0.13,0.0,0.04999999999999999,0.06000000000000001,0.7,0.85,0.0,0.2,0.19
331,0.04,0.43,0.05,0.9,0.07,0.09,0.39,0.46,0.29,0.27,0.05,1.0,0.43,0.76,0.33,0.51,0.31,0.14,0.41,0.43,0.39,0.39,0.22,0.25,0.26,0.28,0.34,0.02,0.19,0.11,0.22,0.35,0.32,0.68,0.4,0.24,0.27,0.44,0.54,0.28,0.62,0.61,0.41,0.67,0.67,0.69,0.68,0.64,0.66,0.01,0.11,0.01,0.36,0.49,0.48,0.58,0.09,0.11,0.1,0.11,0.9,0.06,0.14,0.15,0.46,0.48,0.45,0.55,0.14,0.37,0.5,0.05,0.71,0.55,0.01,0.37,0.65,0.24,0.12,0.17,0.17,0.17,0.32,0.31,0.35,0.31,0.37,0.27,0.24,0.0,0.0,0.11,0.56,0.47,0.61,0.64,0.07,0.38,0.92,0.25,0.26,0.06,0.34,0.22,0.45999999999999996,0.51,0.45999999999999996,0.07,0.12000000000000001,0.49,0.2,0.56,0.31,0.03,0.28,0.01,0.37,0.06000000000000001,0.7,0.44,0.0,0.36,0.35
343,0.04,0.4,0.0,0.99,0.02,0.01,0.36,0.42,0.26,0.49,0.06,1.0,0.3,0.51,0.08,0.6,0.6,0.28,0.63,0.31,0.26,0.25,0.32,0.28,0.12,0.14,0.27,0.02,0.15,0.25,0.34,0.23,0.34,0.54,0.59,0.47,0.48,0.33,0.35,0.37,0.32,0.35,0.48,0.72,0.77,0.7,0.77,0.62,0.67,0.01,0.14,0.01,0.09,0.1,0.13,0.14,0.02,0.02,0.02,0.03,0.9,0.04,0.16,0.16,0.44,0.55,0.2,0.7,0.06,0.41,0.5,0.02,0.93,0.62,0.42,0.62,0.29,0.11,0.16,0.13,0.12,0.12,0.24,0.26,0.26,0.24,0.39,0.32,0.54,0.0,0.0,0.1,0.9,0.8,0.77,0.91,0.07,0.38,0.92,0.09,0.06,0.06,0.14,0.06,0.9199999999999999,0.51,0.45999999999999996,0.13,0.11,0.26,0.039999999999999994,0.76,0.54,0.03,0.29,0.03,0.16,0.06000000000000001,0.9099999999999999,0.030000000000000027,0.0,0.36,0.04
401,0.99,0.42,0.59,0.44,0.11,0.11,0.44,0.56,0.37,0.39,0.99,1.0,0.2,0.45,0.11,0.44,0.48,0.75,0.47,0.21,0.2,0.28,0.18,0.13,0.15,0.18,0.22,1.0,0.59,0.33,0.49,0.22,0.59,0.42,0.51,0.45,0.56,0.3,0.62,0.69,0.61,0.64,0.55,0.18,0.21,0.2,0.16,0.45,0.45,1.0,0.98,0.2,0.37,0.37,0.4,0.44,0.12,0.11,0.11,0.11,0.82,0.12,0.43,0.34,0.42,0.47,0.42,0.31,0.2,0.62,0.0,0.73,0.8,0.31,0.86,0.44,0.21,0.33,0.46,0.09,0.08,0.07,0.25,0.27,0.3,0.28,0.59,0.41,0.57,0.3,0.12,0.14,0.71,0.52,0.79,0.75,0.41,0.29,0.63,0.32,0.16,0.1,0.1,0.29,0.56,0.72,0.3,0.12,0.0,0.28,0.16,0.79,0.57,0.28,0.55,0.62,0.37,0.38,0.57,0.5,0.24,0.25,0.4
1937,0.0,0.3,0.0,0.99,0.03,0.01,0.34,0.39,0.24,0.66,0.0,0.0,0.22,0.29,0.15,0.53,0.68,0.4,0.62,0.27,0.24,0.23,0.17,0.29,0.19,0.28,0.3,0.01,0.28,0.6,0.62,0.09,0.58,0.32,0.7,0.38,0.73,0.2,0.4,0.35,0.3,0.36,0.33,0.66,0.69,0.59,0.63,0.37,0.57,0.0,0.13,0.01,0.02,0.02,0.01,0.02,0.01,0.01,0.0,0.01,0.28,0.15,0.03,0.05,0.32,0.43,0.18,0.59,0.04,0.55,0.0,0.02,0.65,0.52,0.18,0.63,0.0,0.29,0.21,0.12,0.12,0.12,0.17,0.2,0.2,0.17,0.55,0.29,0.49,0.0,0.0,0.19,0.82,0.8,0.86,0.83,0.07,0.38,0.92,0.25,0.06,0.06,0.34,0.22,0.9199999999999999,0.73,0.22,0.13,0.11,0.26,0.039999999999999994,0.76,0.54,0.18,0.02,0.01,0.16,0.06000000000000001,0.9099999999999999,0.030000000000000027,0.0,0.2,0.06
1287,0.02,0.34,0.06,0.69,0.56,0.36,0.28,0.49,0.27,0.35,0.03,1.0,0.41,0.59,0.17,0.45,0.36,0.35,0.41,0.42,0.4,0.43,0.17,0.3,0.33,0.27,0.39,0.02,0.27,0.24,0.35,0.31,0.26,0.63,0.55,0.3,0.28,0.45,0.72,0.47,0.81,0.8,0.43,0.52,0.53,0.58,0.56,0.31,0.34,0.01,0.29,0.02,0.39,0.41,0.48,0.55,0.45,0.41,0.43,0.46,0.59,0.33,0.26,0.21,0.37,0.32,0.45,0.27,0.4,0.76,0.0,0.02,0.83,0.32,0.14,0.23,0.48,0.09,0.13,0.77,0.8,0.83,0.62,0.63,0.73,0.63,0.55,0.82,0.22,0.0,0.15,0.48,0.47,0.43,0.82,0.78,0.07,0.06,0.79,0.41000000000000003,0.26,0.38,0.14,0.38,0.9199999999999999,0.73,0.01999999999999999,0.07,0.12000000000000001,0.26,0.08,0.56,0.07999999999999999,0.0,0.86,0.11,0.37,0.08,0.49,0.85,0.0,0.04000000000000001,0.53
960,0.01,0.28,0.29,0.77,0.02,0.01,0.28,0.36,0.21,0.7,0.02,1.0,0.22,0.35,0.25,0.48,0.74,0.23,0.85,0.25,0.24,0.23,0.29,0.16,0.19,0.07,0.3,0.01,0.27,0.51,0.61,0.09,0.37,0.35,0.54,0.28,0.66,0.22,0.66,0.27,0.58,0.64,0.28,0.45,0.45,0.51,0.51,0.94,0.85,0.01,0.16,0.0,0.0,0.25,0.2,0.17,0.0,0.01,0.01,0.01,0.98,0.02,0.1,0.1,0.29,0.32,0.24,0.67,0.07,0.47,0.5,0.01,0.88,0.64,0.15,0.38,0.42,0.2,0.3,0.09,0.07,0.05,0.19,0.18,0.16,0.16,0.46,0.06,0.18,0.0,0.0,0.02,0.91,0.76,0.95,0.86,0.21000000000000002,0.06,0.92,0.09,0.26,0.06,0.34,0.06,0.69,0.95,0.45999999999999996,0.13,0.11,0.49,0.039999999999999994,0.76,0.54,0.01,0.28,0.17,0.37,0.22000000000000003,0.49,0.030000000000000027,0.0,0.36,0.26
742,0.01,0.31,0.83,0.34,0.01,0.01,0.38,0.41,0.28,0.66,0.0,0.0,0.14,0.4,0.16,0.29,0.68,0.61,0.41,0.17,0.23,0.35,0.17,0.0,0.31,0.16,0.24,0.02,0.51,0.58,0.69,0.24,0.56,0.33,0.85,0.35,0.85,0.33,0.66,0.43,0.66,0.7,0.37,0.11,0.15,0.14,0.05,0.53,0.63,0.03,0.78,0.0,0.31,0.53,0.5,0.49,0.02,0.04,0.03,0.03,0.96,0.06,0.21,0.18,0.32,0.27,0.4,0.38,0.11,0.58,0.0,0.02,0.77,0.42,0.31,0.46,0.44,0.57,0.28,0.08,0.08,0.1,0.09,0.13,0.14,0.19,0.58,0.51,0.46,0.01,0.0,0.03,0.83,0.57,0.83,0.81,0.07,0.22,0.79,0.09,0.26,0.38,0.54,0.06,0.69,0.51,0.45999999999999996,0.13,0.12000000000000001,0.26,0.08,0.76,0.07999999999999999,0.02,0.14,0.0,0.04999999999999999,0.06000000000000001,0.7,0.85,0.0,0.36,0.59
1695,0.4,0.41,0.16,0.74,0.24,0.16,0.42,0.64,0.39,0.12,0.41,1.0,0.39,0.85,0.27,0.43,0.13,0.11,0.22,0.41,0.38,0.4,0.3,0.23,0.26,0.24,0.32,0.19,0.21,0.12,0.19,0.48,0.29,0.78,0.43,0.29,0.29,0.5,0.56,0.43,0.62,0.61,0.5,0.7,0.71,0.77,0.61,0.57,0.6,0.07,0.15,0.13,0.45,0.52,0.63,0.69,0.24,0.25,0.27,0.27,0.79,0.14,0.19,0.18,0.45,0.58,0.34,0.46,0.23,0.52,0.5,0.65,0.55,0.4,0.14,0.33,0.81,0.33,0.08,0.17,0.17,0.18,0.32,0.32,0.35,0.31,0.34,0.5,0.24,0.03,0.0,0.22,0.5,0.29,0.43,0.54,0.07,0.1,0.92,0.13,0.18,0.23,0.68,0.1,0.9,0.79,0.17,0.16,0.0,0.23,0.1,0.64,0.11,0.27,0.23,0.01,0.09,0.06,0.83,1.0,0.81,0.08,0.32
1160,0.01,0.84,0.01,0.38,0.37,1.0,0.57,0.63,0.46,0.35,0.0,0.0,0.21,0.54,0.77,0.31,0.48,0.71,0.33,0.17,0.12,0.17,0.08,0.06,0.27,0.16,0.2,0.03,0.59,1.0,0.82,0.15,1.0,0.35,0.22,0.33,0.45,0.21,0.24,0.52,0.37,0.31,0.86,0.59,0.55,0.52,0.58,0.48,0.46,0.02,0.45,0.03,0.59,0.67,0.65,0.64,1.0,1.0,1.0,0.93,0.09,1.0,0.93,0.96,0.88,0.76,0.99,0.42,0.95,0.59,0.0,0.01,0.9,0.48,0.16,0.4,0.65,0.41,0.34,0.16,0.14,0.14,0.26,0.29,0.29,0.3,0.65,0.51,0.12,0.0,0.0,0.85,0.49,0.43,0.67,0.71,0.07,0.22,0.79,0.41000000000000003,0.06,0.38,0.54,0.38,0.69,0.95,0.01999999999999999,0.07,0.34,0.26,0.039999999999999994,0.36000000000000004,0.07999999999999999,0.01,0.34,0.05,0.37,0.22000000000000003,0.7,0.030000000000000027,0.0,0.36,0.3
1384,0.01,0.72,0.08,0.39,1.0,0.22,0.54,0.54,0.41,0.15,0.02,1.0,0.7,0.86,0.29,0.59,0.16,0.14,0.34,0.63,0.49,0.56,0.49,0.7,0.35,0.38,0.52,0.01,0.14,0.11,0.17,0.51,0.09,0.77,0.5,0.33,0.2,0.61,0.3,0.47,0.33,0.32,0.69,0.8,0.77,0.8,0.64,0.58,0.54,0.0,0.07,0.03,0.36,0.33,0.46,0.52,0.69,0.56,0.71,0.73,0.37,0.41,0.37,0.41,0.8,0.81,0.68,0.72,0.38,0.26,0.5,0.0,0.93,0.7,0.0,0.17,0.67,0.05,0.07,0.86,0.84,0.78,0.87,0.74,0.85,0.76,0.56,0.56,0.15,0.0,0.0,0.82,0.41,0.66,0.52,0.71,0.21000000000000002,0.38,0.79,0.41000000000000003,0.06,0.38,0.34,0.06,0.45999999999999996,0.95,0.22,0.07,0.34,0.26,0.039999999999999994,0.56,0.31,0.0,0.71,0.04,0.37,0.06000000000000001,0.9099999999999999,0.030000000000000027,0.0,0.2,0.15
1913,0.03,0.45,0.06,0.82,0.25,0.15,0.4,0.52,0.29,0.19,0.0,0.0,0.45,0.79,0.18,0.54,0.19,0.21,0.55,0.44,0.38,0.38,0.29,0.17,0.35,0.33,0.32,0.02,0.18,0.12,0.21,0.43,0.27,0.72,0.15,0.38,0.16,0.7,0.62,0.33,0.54,0.6,0.52,0.7,0.71,0.67,0.54,0.57,0.57,0.01,0.13,0.01,0.45,0.5,0.48,0.52,0.23,0.22,0.19,0.19,0.84,0.08,0.28,0.27,0.5,0.48,0.52,0.5,0.2,0.4,0.5,0.05,0.68,0.52,0.04,0.18,0.77,0.23,0.06,0.2,0.18,0.17,0.42,0.4,0.43,0.41,0.34,0.34,0.39,0.0,0.0,0.21,0.4,0.24,0.32,0.37,0.07,0.38,0.92,0.09,0.1,0.06,0.54,0.06,0.9199999999999999,0.73,0.01999999999999999,0.13,0.12000000000000001,0.49,0.2,0.56,0.07999999999999999,0.06,0.11,0.02,0.37,0.22000000000000003,0.7,0.85,0.0,0.36,0.29
1010,0.01,0.52,0.04,0.84,0.33,0.11,0.24,0.42,0.12,0.0,0.0,0.0,0.78,1.0,0.55,0.62,0.0,0.01,0.08,0.71,0.6,0.61,0.41,0.18,0.35,0.34,0.56,0.0,0.05,0.06,0.06,0.77,0.07,0.95,0.34,0.26,0.12,0.78,0.34,0.15,0.41,0.39,0.5,0.88,0.9,0.93,0.72,0.55,0.58,0.0,0.07,0.01,0.38,0.44,0.53,0.65,0.2,0.2,0.22,0.25,0.79,0.09,0.12,0.15,0.58,0.6,0.45,0.76,0.11,0.26,0.5,0.02,0.75,0.73,0.06,0.54,0.96,0.04,0.18,0.27,0.26,0.26,0.48,0.5,0.61,0.52,0.2,0.58,0.42,0.0,0.0,0.22,0.44,0.15,0.25,0.39,0.21000000000000002,0.38,0.92,0.41000000000000003,0.1,0.38,0.54,0.38,0.45999999999999996,0.51,0.01999999999999999,0.13,0.11,0.03,0.08,0.76,0.07999999999999999,0.04,0.1,0.04,0.16,0.22000000000000003,0.9099999999999999,0.030000000000000027,0.0,0.2,0.02
156,0.02,0.42,0.01,0.89,0.36,0.06,0.33,0.3,0.18,0.45,0.04,1.0,0.88,0.58,0.2,0.83,0.38,0.1,0.52,0.95,1.0,1.0,0.43,0.6,0.57,0.44,0.65,0.01,0.1,0.04,0.04,0.97,0.07,0.61,0.14,0.66,0.09,0.93,0.33,0.33,0.4,0.38,0.37,0.84,0.88,0.9,0.71,0.41,0.38,0.0,0.07,0.01,0.25,0.24,0.29,0.29,0.17,0.14,0.15,0.14,0.83,0.05,0.09,0.1,0.45,0.51,0.22,0.79,0.05,0.23,0.5,0.01,0.9,0.73,0.08,0.35,0.42,0.02,0.13,1.0,1.0,1.0,0.72,0.72,0.92,0.71,0.56,0.63,0.1,0.0,0.0,0.28,0.52,0.68,0.64,0.76,0.21000000000000002,0.38,0.92,0.09,0.26,0.38,0.14,0.06,0.69,0.51,0.22,0.33,0.34,0.03,0.2,0.76,0.31,0.04,0.13,0.71,0.04999999999999999,0.06000000000000001,0.9099999999999999,0.85,0.0,0.2,0.03
1844,0.05,0.58,0.04,0.82,0.56,0.05,0.39,0.44,0.28,0.27,0.07,1.0,0.78,0.78,0.15,0.74,0.33,0.11,0.44,0.74,0.66,0.66,0.58,0.35,0.43,0.48,0.78,0.01,0.04,0.14,0.18,0.67,0.2,0.68,0.38,0.54,0.2,0.72,0.16,0.38,0.21,0.19,0.58,0.92,0.91,0.94,0.8,0.39,0.5,0.0,0.05,0.04,0.28,0.34,0.42,0.44,0.27,0.29,0.32,0.32,0.69,0.13,0.21,0.23,0.64,0.66,0.37,0.87,0.07,0.32,0.5,0.02,0.9,0.84,0.08,0.46,0.6,0.01,0.24,0.47,0.49,0.5,0.77,0.68,0.84,0.67,0.47,0.53,0.56,0.0,0.0,0.41,0.45,0.72,0.66,0.57,0.01,0.19,0.98,0.23,0.01,0.08,0.13,0.19,0.4,0.51,0.04,0.04,0.0,0.06,0.01,0.64,0.0,0.06,0.16,0.56,0.04,0.01,0.77,0.0,0.23,0.14,0.06
123,0.0,0.45,0.28,0.76,0.06,0.02,0.43,0.48,0.28,0.2,0.02,1.0,0.49,0.81,0.12,0.46,0.28,0.11,0.3,0.47,0.38,0.39,0.33,0.09,0.34,0.0,0.37,0.0,0.08,0.13,0.18,0.45,0.11,0.79,0.68,0.29,0.42,0.57,0.31,0.3,0.45,0.41,0.48,0.78,0.79,0.8,0.78,0.81,0.74,0.0,0.16,0.0,0.0,0.0,0.27,0.28,0.0,0.0,0.02,0.02,0.96,0.01,0.13,0.15,0.5,0.59,0.28,0.69,0.04,0.32,0.5,0.01,0.81,0.63,0.07,0.22,0.79,0.12,0.0,0.18,0.16,0.15,0.29,0.29,0.33,0.3,0.16,0.35,0.08,0.0,0.0,0.04,0.48,0.43,0.53,0.36,0.07,0.06,0.92,0.41000000000000003,0.1,0.22,0.14,0.22,0.69,0.51,0.45999999999999996,0.33,0.34,0.49,0.039999999999999994,0.76,0.31,0.02,0.14,0.0,0.04999999999999999,0.22000000000000003,0.9099999999999999,0.85,0.0,0.36,0.09
553,0.16,0.4,0.35,0.64,0.16,0.18,0.26,0.46,0.26,0.42,0.17,1.0,0.63,0.66,0.19,0.65,0.42,0.25,0.42,0.64,0.76,0.86,0.35,0.25,0.69,0.33,0.47,0.06,0.15,0.24,0.31,0.57,0.29,0.63,0.4,0.36,0.21,0.62,0.38,0.54,0.44,0.43,0.46,0.58,0.57,0.63,0.58,0.48,0.51,0.1,0.52,0.13,0.41,0.47,0.5,0.51,0.54,0.54,0.52,0.49,0.61,0.25,0.3,0.26,0.42,0.45,0.41,0.49,0.22,0.58,0.0,0.12,0.8,0.48,0.1,0.34,0.46,0.1,0.27,0.75,0.81,0.91,0.58,0.72,0.91,0.74,0.5,0.55,0.64,0.08,0.04,0.55,0.39,0.59,0.69,0.47,0.05,0.27,0.94,0.29,0.04,0.15,0.18,0.27,0.73,0.81,0.1,0.19,0.0,0.2,0.05,0.5,0.17,0.11,0.24,0.63,0.11,0.04,0.55,0.0,0.45,0.19,0.21
282,0.01,0.4,0.01,0.99,0.02,0.01,0.39,0.42,0.33,0.8,0.02,1.0,0.24,0.35,0.18,0.55,0.82,0.26,0.65,0.27,0.27,0.26,0.21,0.0,0.05,0.0,0.44,0.01,0.28,0.33,0.45,0.29,0.22,0.38,0.37,0.6,0.45,0.45,0.28,0.46,0.21,0.25,0.42,0.7,0.72,0.72,0.6,0.38,0.55,0.0,0.06,0.0,0.08,0.17,0.14,0.12,0.01,0.02,0.01,0.01,0.91,0.04,0.21,0.19,0.36,0.45,0.2,0.65,0.03,0.41,0.5,0.01,0.82,0.58,0.22,0.63,0.0,0.06,0.17,0.14,0.14,0.15,0.16,0.19,0.22,0.19,0.17,0.27,0.61,0.0,0.0,0.04,0.97,0.9,0.92,0.9,0.07,0.06,0.79,0.25,0.26,0.22,0.34,0.06,0.45999999999999996,0.95,0.45999999999999996,0.07,0.11,0.26,0.2,0.76,0.07999999999999999,0.02,0.15,0.11,0.04999999999999999,0.08,0.49,0.030000000000000027,0.0,0.04000000000000001,0.06
599,0.0,0.51,0.66,0.47,0.02,0.01,0.98,0.85,0.92,0.43,0.0,0.0,0.09,0.4,0.65,0.3,0.51,0.71,0.31,0.18,0.14,0.21,0.12,0.3,0.39,0.0,0.14,0.03,0.81,0.54,0.57,0.36,0.48,0.28,0.34,0.65,0.48,0.42,0.31,0.8,0.35,0.35,0.47,0.34,0.31,0.22,0.34,0.51,0.51,0.02,0.68,0.0,0.95,0.7,0.63,0.78,0.11,0.07,0.06,0.07,0.94,0.01,0.28,0.22,0.35,0.4,0.33,0.46,0.17,0.52,0.5,0.02,0.63,0.45,0.0,0.32,0.69,0.62,0.35,0.07,0.08,0.1,0.05,0.08,0.08,0.07,0.69,0.08,0.31,0.0,0.0,0.04,0.79,0.47,0.48,0.59,0.07,0.06,0.79,0.25,0.06,0.22,0.34,0.06,0.45999999999999996,0.95,0.01999999999999999,0.07,0.12000000000000001,0.03,0.039999999999999994,0.76,0.54,0.07,0.05,0.0,0.04999999999999999,0.06000000000000001,0.49,0.030000000000000027,0.0,0.2,0.03
215,0.07,0.48,0.01,0.84,0.29,0.31,0.36,0.46,0.27,0.48,0.08,1.0,0.32,0.49,0.36,0.41,0.48,0.6,0.51,0.32,0.33,0.33,0.13,0.17,0.3,0.24,0.28,0.06,0.33,0.47,0.48,0.21,0.4,0.44,0.37,0.34,0.55,0.31,0.65,0.35,0.63,0.66,0.48,0.57,0.59,0.55,0.52,0.31,0.32,0.03,0.23,0.04,0.28,0.48,0.5,0.52,0.21,0.31,0.29,0.28,0.67,0.28,0.31,0.29,0.47,0.43,0.54,0.4,0.4,0.59,0.0,0.03,0.89,0.44,0.12,0.15,0.63,0.21,0.39,0.29,0.3,0.3,0.37,0.37,0.43,0.38,0.52,0.5,0.22,0.09,0.1,0.31,0.55,0.36,0.61,0.76,0.07,0.06,0.79,0.09,0.06,0.38,0.34,0.06,0.45999999999999996,0.51,0.45999999999999996,0.13,0.11,0.49,0.08,0.76,0.54,0.03,0.41,0.01,0.16,0.22000000000000003,0.9099999999999999,0.44,0.0,0.2,0.49
451,0.04,0.34,0.0,0.95,0.15,0.02,0.32,0.38,0.22,0.63,0.0,0.0,0.21,0.41,0.11,0.69,0.69,0.38,0.56,0.25,0.24,0.24,0.19,0.13,0.05,0.31,0.19,0.03,0.27,0.44,0.44,0.22,0.35,0.4,0.85,0.39,0.73,0.31,0.38,0.36,0.33,0.36,0.42,0.7,0.75,0.74,0.69,0.68,0.68,0.01,0.11,0.01,0.83,0.7,0.61,0.75,0.16,0.12,0.09,0.1,0.91,0.1,0.19,0.16,0.34,0.41,0.22,0.64,0.07,0.46,0.5,0.03,0.85,0.59,0.1,0.61,0.23,0.18,0.13,0.08,0.06,0.06,0.13,0.14,0.14,0.13,0.33,0.19,0.31,0.0,0.0,0.08,0.89,0.69,0.82,0.82,0.07,0.38,0.92,0.09,0.1,0.22,0.14,0.38,0.9199999999999999,0.51,0.01999999999999999,0.07,0.12000000000000001,0.49,0.08,0.76,0.31,0.04,0.19,0.05,0.37,0.22000000000000003,0.49,0.44,0.0,0.2,0.05
1264,0.02,0.4,0.11,0.85,0.19,0.1,0.26,0.37,0.2,0.51,0.03,1.0,0.9,0.58,0.31,0.87,0.52,0.08,0.49,1.0,1.0,1.0,0.55,0.0,0.68,0.73,0.78,0.0,0.05,0.16,0.16,0.88,0.14,0.56,0.25,0.55,0.14,0.86,0.23,0.41,0.26,0.25,0.42,0.86,0.88,0.88,0.7,0.26,0.23,0.0,0.08,0.02,0.59,0.54,0.56,0.53,0.56,0.44,0.42,0.36,0.77,0.16,0.18,0.18,0.42,0.51,0.26,0.68,0.05,0.34,0.5,0.01,0.87,0.62,0.17,0.24,0.15,0.04,0.2,0.74,0.89,1.0,0.73,0.8,0.97,0.79,0.34,0.41,0.53,0.0,0.0,0.4,0.42,0.67,0.55,0.48,0.21000000000000002,0.38,0.79,0.41000000000000003,0.06,0.06,0.14,0.38,0.9199999999999999,0.95,0.01999999999999999,0.33,0.11,0.49,0.2,0.56,0.54,0.02,0.27,0.87,0.37,0.06000000000000001,0.7,0.030000000000000027,0.0,0.04000000000000001,0.04
